Car Name,Year,Distance,Owner,Fuel,Location,Drive,Type,Price
Maruti Vitara Brezza,2016.0,77338,1,DIESEL,KA-01,Manual,SUV,754000
Mahindra XUV 3OO,2020.0,13631,1,PETROL,KA-18,Manual,SUV,861000
Maruti Swift,2013.0,77028,1,PETROL,KA-03,Manual,HatchBack,495000
Honda Jazz,2018.0,71165,2,PETROL,KA-04,Automatic,HatchBack,690000
Maruti Wagon R 1.0,2018.0,43339,1,CNG,MH-14,Manual,HatchBack,445000
Maruti S Cross,2018.0,89162,2,DIESEL,DL-2C,Manual,SUV,610000
Honda Brio,2014.0,77469,1,PETROL,TN-14,Automatic,HatchBack,408000
Renault Kiger,2021.0,14426,1,PETROL,KA-03,Automatic,HatchBack,998000
Hyundai i10,2011.0,62237,1,PETROL,MH-12,Manual,HatchBack,248000
Maruti Alto,2019.0,83611,1,PETROL,PB-10,Manual,HatchBack,362000
Hyundai VENUE,2020.0,48706,1,PETROL,MP-09,Manual,SUV,730000
Hyundai Elite i20,2016.0,63863,1,PETROL,UP-32,Manual,HatchBack,553000
Maruti Zen Estilo,2010.0,82224,1,PETROL,DL-3C,Manual,HatchBack,157000
Honda Amaze,2014.0,69660,1,PETROL,DL-4C,Manual,Sedan,350000
Maruti Dzire,2019.0,31675,1,PETROL,WB-02,Manual,Sedan,993000
Maruti Baleno,2017.0,13053,1,PETROL,HR-26,Manual,HatchBack,592000
Honda City,2013.0,57786,3,DIESEL,GJ-01,Manual,Sedan,336000
Ford Ecosport,2018.0,80250,1,PETROL,HR-51,Automatic,SUV,699000
Maruti Baleno,2016.0,51415,1,PETROL,DL-8C,Manual,HatchBack,481000
Maruti Alto 800,2015.0,19819,2,PETROL,KL-29,Manual,HatchBack,302000
Maruti Wagon R Stingray,2013.0,62186,1,PETROL,MH-02,Manual,HatchBack,289000
Maruti Alto 800,2017.0,21716,1,PETROL,TN-10,Manual,HatchBack,319000
Honda Jazz,2016.0,76504,1,PETROL,MH-01,Manual,HatchBack,540000
Maruti New Wagon-R,2021.0,31320,1,PETROL,TS-19,Automatic,HatchBack,675000
KIA SELTOS,2019.0,38093,1,PETROL,KA-51,Automatic,SUV,1638000
Maruti Celerio,2015.0,62755,1,PETROL,TN-02,Manual,HatchBack,400000
Maruti Celerio,2019.0,38439,1,PETROL,RJ-51,Manual,HatchBack,443000
Datsun Go Plus,2018.0,15832,1,PETROL,MH-48,Manual,HatchBack,378000
Maruti Ciaz,2018.0,65759,1,PETROL,KA-20,Automatic,Sedan,959650
Toyota Corolla Altis,2011.0,53059,2,CNG,DL-3C,Manual,Lux_sedan,338000
Hyundai NEW SANTRO,2020.0,40817,2,PETROL,TS-08,Automatic,HatchBack,591000
Maruti Wagon R 1.0,2013.0,59730,2,PETROL,AP-29,Manual,HatchBack,340000
Datsun Go Plus,2019.0,24895,1,PETROL,KA-05,Manual,HatchBack,501000
Volkswagen Vento,2019.0,104243,1,DIESEL,RJ-14,Manual,Sedan,397000
Tata NEXON,2022.0,30108,1,DIESEL,GJ-27,Manual,SUV,1250000
Maruti Swift,2020.0,80144,1,PETROL,TN-73,Manual,HatchBack,623000
Nissan Micra,2015.0,82549,2,PETROL,TN-01,Automatic,HatchBack,406000
Maruti Baleno,2021.0,19682,2,PETROL,UP-27,Manual,HatchBack,677000
Hyundai i10,2010.0,91194,3,PETROL,MH-01,Manual,HatchBack,174000
Volkswagen Vento,2013.0,105210,1,PETROL,,Manual,Sedan,576000
Maruti Alto 800,2012.0,68473,1,PETROL,WB-12,Manual,HatchBack,189000
Hyundai Grand i10,2018.0,88479,1,DIESEL,TS-07,Manual,HatchBack,553000
Maruti Ciaz,2019.0,8053,1,PETROL,UP-32,Manual,Sedan,993000
Ford Ecosport,2016.0,46706,1,PETROL,DL-2C,Manual,SUV,692000
Honda City,2018.0,76483,2,PETROL,GJ-06,Manual,Sedan,658000
Hyundai Elite i20,2017.0,13992,1,PETROL,DL-8C,Manual,HatchBack,569000
Hyundai i10,2011.0,23029,1,PETROL,KA-03,Manual,HatchBack,341000
Maruti Baleno,2016.0,34820,2,CNG,MH-14,Automatic,HatchBack,610000
Toyota URBAN CRUISER,2020.0,22389,1,PETROL,UP-78,Manual,SUV,751000
Ford Endeavour,2019.0,94389,1,DIESEL,GJ-02,Manual,Lux_SUV,2192000
Maruti Alto K10,2018.0,89919,1,PETROL,KA-04,Manual,HatchBack,333000
Maruti Dzire,2020.0,13150,1,PETROL,MH-06,Manual,Sedan,714350
Hyundai Grand i10,2019.0,89381,1,CNG,DL-3C,Manual,HatchBack,547000
Maruti New Wagon-R,2022.0,8408,1,CNG,BR-01,Manual,HatchBack,674000
Tata NEXON,2020.0,73993,2,PETROL,MP-09,Manual,SUV,676000
Hyundai Creta,2017.0,82642,2,DIESEL,GJ-01,Automatic,SUV,1029000
Maruti Swift Dzire,2016.0,80005,1,PETROL,DL-9C,Automatic,Sedan,655000
Maruti Alto K10,2017.0,20659,2,PETROL,KA-04,Manual,HatchBack,381000
Honda City,2014.0,68917,1,DIESEL,HR-26,Manual,Sedan,445000
Tata Tiago,2018.0,30246,1,DIESEL,DL-7C,Manual,HatchBack,420000
Tata NEXON,2021.0,44641,1,PETROL,TS-35,Manual,SUV,896000
Maruti Dzire,2019.0,99500,1,PETROL,DL-9C,Manual,Sedan,325000
Hyundai Grand i10,2015.0,61337,1,PETROL,WB-02,Manual,HatchBack,316000
Hyundai Elite i20,2016.0,47045,1,PETROL,TN-20,Manual,HatchBack,648000
Maruti Celerio,2017.0,66656,1,PETROL,TN-11,Manual,HatchBack,464000
Maruti Alto K10,2018.0,18367,2,PETROL,TN-04,Manual,HatchBack,347000
Honda Brio,2012.0,57115,2,PETROL,KA-03,Manual,HatchBack,347000
Honda Amaze,2018.0,41545,1,PETROL,MH-12,Manual,Sedan,575000
Honda City,2016.0,3160,3,PETROL,WB-24,Manual,Sedan,774000
Maruti Dzire,2019.0,56041,1,DIESEL,DL-1C,Automatic,Sedan,884000
Volkswagen Polo,2020.0,73545,1,PETROL,TS-15,Manual,HatchBack,573000
Maruti Wagon R 1.0,2015.0,42824,1,PETROL,GJ-04,Manual,HatchBack,329000
Datsun Redi Go,2021.0,18569,1,PETROL,TS-08,Manual,HatchBack,470000
Maruti S Cross,2020.0,38253,1,PETROL,PB-07,Automatic,SUV,1037000
Hyundai Verna,2016.0,54042,1,PETROL,TS-07,Manual,Sedan,737000
Maruti Celerio,2015.0,38644,1,PETROL,MH-12,Manual,HatchBack,445000
Volkswagen Ameo,2019.0,0,1,PETROL,DL-14,Manual,Sedan,604000
Maruti New Wagon-R,2022.0,23403,1,CNG,MH-12,Manual,HatchBack,711000
Honda Amaze,2013.0,53850,2,DIESEL,UP-32,Manual,Sedan,408000
Renault Kwid,2020.0,42061,2,PETROL,KA-19,Automatic,HatchBack,521000
Hyundai Grand i10,2015.0,30105,1,PETROL,DL-12,Automatic,HatchBack,488000
Hyundai Elite i20,2018.0,56838,2,PETROL,MP-04,Manual,HatchBack,522000
Hyundai Elite i20,2016.0,53789,1,PETROL,KA-53,Manual,HatchBack,706000
Hyundai Creta,2016.0,78990,1,DIESEL,HR-36,Manual,SUV,746000
Maruti Swift,2019.0,64660,1,PETROL,TN-07,Manual,HatchBack,641000
Nissan MAGNITE,2021.0,40592,1,PETROL,TS-08,Manual,SUV,568000
Maruti Ciaz,2016.0,60318,2,PETROL,KA-50,Manual,Sedan,609350
Hyundai Verna,2017.0,46383,2,DIESEL,KA-04,Automatic,Sedan,981000
Maruti Alto,2020.0,26533,1,CNG,RJ-02,Manual,HatchBack,406000
Datsun Redi Go,2018.0,37399,1,PETROL,HR-51,Automatic,HatchBack,388000
Hyundai Grand i10,2016.0,65532,2,PETROL,KA-03,Manual,HatchBack,465000
Maruti New Wagon-R,2020.0,12744,1,CNG,DL-1C,Manual,HatchBack,588000
Hyundai NEW SANTRO,2019.0,34113,2,PETROL,KA-11,Manual,HatchBack,448000
Renault Kwid,2019.0,9550,1,PETROL,DL-14,Manual,HatchBack,370000
Maruti Ertiga,2021.0,19164,1,PETROL,GJ-16,Manual,SUV,1115000
Maruti Baleno,2019.0,47935,1,PETROL,HR-26,Manual,HatchBack,553000
Maruti Baleno,2020.0,31853,1,PETROL,HR-12,Manual,HatchBack,613000
Maruti Ertiga,2013.0,105946,2,PETROL,,Manual,SUV,571000
Maruti Celerio,2019.0,93348,1,CNG,MH-12,Manual,HatchBack,480000
Honda City,2021.0,30247,1,PETROL,TN-07,Manual,Sedan,1103000
Hyundai NEW SANTRO,2020.0,35383,1,PETROL,TS-07,Automatic,HatchBack,593000
Renault Kwid,2022.0,6592,1,PETROL,DL-14,Automatic,HatchBack,562000
Hyundai Grand i10,2015.0,60794,1,PETROL,GJ-01,Manual,HatchBack,482000
Maruti Dzire,2017.0,21999,1,PETROL,TN-04,Automatic,Sedan,586000
Maruti Baleno,2018.0,17802,1,PETROL,DL-2C,Manual,HatchBack,547000
Maruti Alto K10,2016.0,32031,1,PETROL,HR-36,Manual,HatchBack,341000
Renault Kiger,2021.0,36390,1,PETROL,TN-23,Manual,HatchBack,889000
Hyundai VENUE,2019.0,28026,2,PETROL,TN-12,Manual,SUV,889000
Maruti Ciaz,2016.0,24731,1,PETROL,MH-14,Automatic,Sedan,647000
Hyundai Grand i10,2013.0,84969,2,DIESEL,AP-28,Manual,HatchBack,414000
Tata Tiago,2017.0,70952,1,PETROL,KA-41,Manual,HatchBack,488000
Maruti Baleno,2019.0,2714,1,PETROL,MH-47,Automatic,HatchBack,786000
Maruti IGNIS,2017.0,74643,1,PETROL,KA-06,Automatic,HatchBack,530000
Tata Tiago,2017.0,69734,1,PETROL,KA-19,Manual,HatchBack,454000
Hyundai Grand i10,2014.0,56578,1,PETROL,KA-05,Manual,HatchBack,458000
Honda Brio,2015.0,50489,1,PETROL,HR-51,Manual,HatchBack,354000
Honda WR-V,2017.0,30033,1,PETROL,TN-06,Manual,SUV,798000
Maruti Alto K10,2019.0,32334,2,PETROL,KA-52,Manual,HatchBack,378000
Maruti Wagon R 1.0,2018.0,33747,1,CNG,MH-43,Manual,HatchBack,455000
Toyota Corolla Altis,2015.0,66362,3,PETROL,HR-26,Automatic,Lux_sedan,860000
Renault Kwid,2015.0,25736,1,PETROL,MH-05,Manual,HatchBack,286000
Maruti Wagon R 1.0,2012.0,46032,1,PETROL,MH-12,Manual,HatchBack,305000
Hyundai Creta,2017.0,43503,2,PETROL,TN-10,Automatic,SUV,941000
Honda WR-V,2018.0,86235,1,DIESEL,UP-14,Manual,SUV,587000
Tata Tiago,2019.0,81827,1,PETROL,UP-13,Automatic,HatchBack,507000
Hyundai i20,2010.0,22167,1,PETROL,DL-12,Manual,HatchBack,216000
Maruti IGNIS,2018.0,20034,1,PETROL,TS-09,Manual,HatchBack,562000
Hyundai Elite i20,2018.0,56417,1,PETROL,GJ-01,Manual,HatchBack,695000
Hyundai i20,2012.0,55557,2,PETROL,DL-8C,Manual,HatchBack,271000
Hyundai Verna,2018.0,15504,1,PETROL,MH-43,Automatic,Sedan,790000
Hyundai Grand i10,2013.0,107737,2,PETROL,,Manual,HatchBack,348000
Maruti New Wagon-R,2022.0,12132,1,PETROL,TN-20,Manual,HatchBack,683000
Maruti Alto K10,2017.0,28383,2,PETROL,TN-12,Manual,HatchBack,362000
Renault Duster,2021.0,11161,1,PETROL,DL-7C,Automatic,SUV,1285000
Honda City,2017.0,40586,1,PETROL,GJ-27,Manual,Sedan,833000
Datsun Redi Go,2019.0,72314,1,PETROL,TS-09,Automatic,HatchBack,345000
Honda Jazz,2015.0,98051,1,DIESEL,MH-47,Manual,HatchBack,467000
Hyundai AURA,2020.0,54942,2,DIESEL,MH-48,Manual,Sedan,462000
Mahindra XUV500,2016.0,75848,2,DIESEL,TN-23,Manual,Lux_SUV,1089000
Tata TIAGO NRG,2022.0,13218,1,PETROL,PB-03,Automatic,HatchBack,741000
Tata Tiago,2018.0,96192,1,DIESEL,KL-08,Manual,HatchBack,438000
Hyundai i10,2013.0,81873,2,PETROL,AP-09,Manual,HatchBack,321000
Hyundai Grand i10,2017.0,43092,1,PETROL,MH-03,Manual,HatchBack,466000
Maruti Baleno,2017.0,38964,1,PETROL,MH-14,Manual,HatchBack,616000
Maruti S Cross,2018.0,122827,1,DIESEL,HR-26,Manual,SUV,637000
Tata ALTROZ,2021.0,23307,1,PETROL,UP-78,Manual,HatchBack,764000
Maruti Alto 800,2018.0,21549,1,PETROL,MP-09,Manual,HatchBack,313000
Hyundai VENUE,2021.0,11936,1,PETROL,UP-32,Manual,SUV,1017000
Ford Ecosport,2019.0,22276,1,PETROL,MH-04,Manual,SUV,813000
Toyota Etios Liva,2011.0,78075,1,PETROL,WB-06,Manual,HatchBack,203000
KIA SONET,2021.0,22542,1,PETROL,PB-91,Manual,SUV,1141000
Hyundai Elite i20,2016.0,44230,2,PETROL,WB-06,Manual,HatchBack,437000
Volkswagen Vento,2015.0,55652,1,PETROL,KA-25,Manual,Sedan,521000
Honda Amaze,2014.0,48144,1,PETROL,HR-51,Manual,Sedan,491000
Hyundai Elite i20,2017.0,22447,1,PETROL,MH-12,Manual,HatchBack,640000
Honda Brio,2012.0,63932,3,PETROL,MH-12,Manual,HatchBack,264000
Ford Ecosport,2017.0,52450,2,PETROL,HR-26,Manual,SUV,551000
Honda City,2016.0,78752,2,DIESEL,KA-41,Automatic,Sedan,640000
Hyundai Grand i10,2016.0,54659,2,PETROL,KA-03,Automatic,HatchBack,522000
Skoda Rapid,2020.0,55601,1,PETROL,DL-10,Automatic,Sedan,891750
Mahindra TUV300,2017.0,37755,1,DIESEL,WB-26,Manual,SUV,628000
Hyundai Eon,2011.0,71026,1,PETROL,KA-09,Manual,HatchBack,241000
Maruti Alto 800,2018.0,37811,1,PETROL,TS-09,Manual,HatchBack,317000
Maruti Alto K10,2018.0,66286,1,PETROL,DL-14,Manual,HatchBack,344000
Hyundai Verna,2020.0,64767,2,PETROL,UP-32,Automatic,Sedan,682000
Maruti Wagon R 1.0,2014.0,46709,3,PETROL,HR-26,Manual,HatchBack,330000
Maruti Baleno,2016.0,50173,1,PETROL,KA-03,Manual,HatchBack,620000
Maruti Swift,2021.0,74704,1,PETROL,TN-11,Manual,HatchBack,613000
Renault Kiger,2021.0,9698,1,PETROL,DL-3C,Automatic,HatchBack,968000
Volkswagen Polo,2019.0,15966,1,PETROL,MH-46,Manual,HatchBack,763000
Maruti Swift,2019.0,47262,1,PETROL,PB-70,Manual,HatchBack,605000
Maruti Baleno,2017.0,31085,2,PETROL,TN-09,Automatic,HatchBack,661000
Maruti S PRESSO,2020.0,47417,1,CNG,MH-14,Manual,HatchBack,440000
Volkswagen Polo,2015.0,104086,2,PETROL,,Manual,HatchBack,406000
Maruti Dzire,2017.0,16093,1,PETROL,MH-43,Manual,Sedan,793000
Maruti Swift Dzire,2015.0,66694,1,PETROL,DL-1C,Manual,Sedan,445000
Maruti Dzire,2018.0,91932,1,DIESEL,UP-14,Automatic,Sedan,606000
Renault Kwid,2018.0,42155,2,PETROL,UP-78,Manual,HatchBack,319000
Maruti Baleno,2019.0,48397,2,PETROL,DL-8C,Manual,HatchBack,550000
Honda Amaze,2018.0,23589,1,PETROL,HR-51,Manual,Sedan,981000
Maruti Alto,2020.0,28756,1,PETROL,UP-13,Manual,HatchBack,386000
Tata Tiago,2017.0,110696,1,DIESEL,MP-09,Manual,HatchBack,418000
Hyundai Grand i10,2017.0,75370,1,PETROL,TN-22,Manual,HatchBack,468000
Maruti Baleno,2016.0,43929,1,PETROL,HR-26,Manual,HatchBack,513000
Renault TRIBER,2019.0,31085,1,PETROL,RJ-02,Manual,SUV,519750
Maruti Baleno,2020.0,37675,2,PETROL,TN-13,Automatic,HatchBack,797000
Hyundai Grand i10,2018.0,34787,1,PETROL,DL-9C,Manual,HatchBack,517000
Maruti IGNIS,2020.0,11195,1,PETROL,HR-51,Manual,HatchBack,488000
Mahindra XUV 3OO,2021.0,77621,1,PETROL,RJ-45,Manual,SUV,776000
Volkswagen Vento,2017.0,77120,1,PETROL,DL-4C,Manual,Sedan,321000
Hyundai Elite i20,2017.0,70855,3,PETROL,MH-06,Automatic,HatchBack,680000
Maruti Ciaz,2018.0,30526,1,PETROL,GJ-15,Manual,Sedan,645000
Renault Kwid,2019.0,40481,1,PETROL,WB-26,Manual,HatchBack,378000
Ford Ecosport,2020.0,27669,1,PETROL,KA-01,Automatic,SUV,981000
Maruti Ritz,2013.0,54782,1,PETROL,KA-05,Manual,HatchBack,406000
Maruti Ritz,2014.0,38170,1,DIESEL,KA-05,Manual,HatchBack,452000
Maruti Alto 800,2017.0,25202,2,PETROL,TN-02,Manual,HatchBack,301000
Maruti Baleno,2017.0,34102,1,PETROL,MH-03,Manual,HatchBack,624000
Maruti Vitara Brezza,2016.0,68943,1,DIESEL,MP-04,Manual,SUV,666000
Maruti Wagon R 1.0,2013.0,47038,1,PETROL,DL-9C,Manual,HatchBack,283000
Honda City,2015.0,100774,3,DIESEL,KA-16,Manual,Sedan,553000
Honda City,2013.0,96271,1,PETROL,DL-3C,Manual,Sedan,395000
Hyundai Elite i20,2016.0,46369,1,PETROL,KA-53,Manual,HatchBack,665000
Hyundai Grand i10,2014.0,43571,1,PETROL,MH-27,Manual,HatchBack,457000
Maruti Alto,2010.0,9129,1,PETROL,WB-06,Manual,HatchBack,150000
Maruti Celerio,2021.0,52703,1,CNG,HR-30,Manual,HatchBack,526000
Honda WR-V,2019.0,53439,1,DIESEL,DL-4C,Manual,SUV,608000
Hyundai Elite i20,2016.0,82935,1,PETROL,RJ-14,Manual,HatchBack,543000
Maruti New Wagon-R,2019.0,85969,1,CNG,DL-9C,Manual,HatchBack,496000
Toyota Corolla Altis,2017.0,96186,3,CNG,GJ-01,Automatic,Lux_sedan,944000
Honda WR-V,2018.0,47627,1,PETROL,GJ-01,Manual,SUV,767000
Datsun Redi Go,2018.0,72869,2,PETROL,KA-19,Manual,HatchBack,269000
Renault Kiger,2021.0,9759,1,PETROL,DL-3C,Manual,HatchBack,870000
Volkswagen Polo,2014.0,76583,3,PETROL,HR-51,Manual,HatchBack,410000
Maruti Swift Dzire,2013.0,50493,1,PETROL,MH-01,Manual,Sedan,417000
Hyundai Elite i20,2020.0,44394,1,PETROL,HR-51,Manual,HatchBack,669000
Maruti Baleno,2017.0,25405,1,PETROL,HR-10,Manual,HatchBack,546000
Maruti Alto,2019.0,88667,1,CNG,MH-02,Manual,HatchBack,369000
Renault Pulse,2014.0,83271,1,DIESEL,KA-51,Manual,HatchBack,346000
Hyundai NEW SANTRO,2020.0,62978,1,CNG,MH-14,Manual,HatchBack,521000
Maruti IGNIS,2017.0,16133,1,PETROL,MH-04,Automatic,HatchBack,579000
Hyundai Elite i20,2015.0,83731,2,DIESEL,KA-51,Manual,HatchBack,639000
Hyundai Grand i10,2019.0,64346,2,PETROL,KL-46,Manual,HatchBack,510000
Renault Kwid,2020.0,24521,1,PETROL,KA-08,Automatic,HatchBack,575000
Hyundai Grand i10,2014.0,96601,2,PETROL,HR-12,Manual,HatchBack,328000
Hyundai i10,2013.0,57078,2,PETROL,AP-13,Manual,HatchBack,359000
Maruti Alto 800,2016.0,37785,1,PETROL,MP-04,Manual,HatchBack,290000
Maruti Dzire,2017.0,7245,1,PETROL,KL-01,Manual,Sedan,684000
Maruti Alto K10,2012.0,35297,1,PETROL,DL-9C,Manual,HatchBack,196000
Maruti Swift Dzire,2012.0,43806,1,CNG,HR-51,Manual,Sedan,553000
Honda City,2017.0,62475,1,PETROL,TS-07,Manual,Sedan,699000
Toyota YARIS,2020.0,37283,1,PETROL,UP-32,Manual,Sedan,1023000
Honda Amaze,2018.0,51809,2,PETROL,DL-5C,Manual,Sedan,525000
Maruti Swift,2016.0,74756,1,DIESEL,HR-36,Manual,HatchBack,481000
Maruti Alto,2022.0,9764,1,PETROL,KL-82,Manual,HatchBack,385000
Maruti IGNIS,2018.0,55043,1,PETROL,MH-12,Manual,HatchBack,477000
Maruti Baleno,2018.0,60042,1,PETROL,MH-47,Manual,HatchBack,614000
Ford New Figo,2020.0,21619,1,PETROL,TN-23,Manual,HatchBack,633000
Maruti Swift,2017.0,75594,2,PETROL,WB-26,Manual,HatchBack,385000
KIA SONET,2021.0,12405,1,PETROL,TN-12,Manual,SUV,1073000
Datsun Redi Go,2018.0,38723,1,PETROL,GJ-19,Automatic,HatchBack,316000
Hyundai Elite i20,2016.0,62233,2,PETROL,GJ-23,Manual,HatchBack,508000
Maruti Alto 800,2018.0,40069,2,PETROL,MH-40,Manual,HatchBack,292000
Maruti Wagon R 1.0,2010.0,28235,1,PETROL,DL-9C,Manual,HatchBack,193000
Hyundai Eon,2015.0,58321,3,PETROL,TS-10,Manual,HatchBack,269000
Hyundai Elite i20,2017.0,44843,1,PETROL,KA-05,Manual,HatchBack,740000
Tata Tiago,2018.0,79688,1,CNG,MH-14,Manual,HatchBack,479000
Hyundai VENUE,2021.0,23036,1,PETROL,DL-10,Manual,SUV,873000
Maruti Baleno,2017.0,41418,1,PETROL,MH-12,Automatic,HatchBack,677000
Maruti Celerio,2018.0,23079,2,PETROL,KA-51,Manual,HatchBack,493000
Hyundai Elite i20,2016.0,59397,1,PETROL,DL-8C,Manual,HatchBack,558000
Hyundai Elite i20,2017.0,31163,1,PETROL,UP-32,Manual,HatchBack,453400
Hyundai New Elantra,2016.0,78948,1,DIESEL,WB-02,Automatic,Lux_sedan,856000
Datsun Redi Go,2018.0,15925,1,PETROL,DL-14,Manual,HatchBack,297000
Renault Kwid,2021.0,15911,1,PETROL,UP-14,Automatic,HatchBack,505350
Honda City,2013.0,45482,1,CNG,UP-16,Manual,Sedan,443000
Maruti Dzire,2017.0,53119,1,PETROL,DL-1C,Manual,Sedan,502000
Hyundai Grand i10,2015.0,81418,1,PETROL,BR-01,Manual,HatchBack,353000
Hyundai Grand i10,2015.0,89268,2,PETROL,GJ-01,Manual,HatchBack,448000
Maruti Ciaz,2019.0,53713,1,DIESEL,DL-10,Manual,Sedan,714000
Hyundai NEW SANTRO,2019.0,42913,1,PETROL,RJ-41,Manual,HatchBack,425000
Maruti Dzire,2017.0,12324,1,PETROL,DL-2C,Manual,Sedan,565000
Maruti Baleno,2018.0,79926,1,PETROL,TN-19,Manual,HatchBack,639000
Renault Kwid,2018.0,27862,3,PETROL,GJ-14,Manual,HatchBack,345000
Maruti Swift,2019.0,16914,1,PETROL,DL-4C,Manual,HatchBack,542000
Maruti Ciaz,2018.0,28048,1,PETROL,GJ-01,Manual,Sedan,820000
Hyundai Grand i10,2019.0,20065,1,PETROL,GJ-06,Manual,HatchBack,566000
Hyundai Grand i10,2017.0,49809,1,PETROL,GJ-06,Manual,HatchBack,492000
Renault Kwid,2020.0,25464,2,PETROL,DL-3C,Automatic,HatchBack,438000
Volkswagen Ameo,2018.0,9467,1,PETROL,HR-29,Manual,Sedan,937000
Hyundai i20,2012.0,111571,2,DIESEL,KA-04,Manual,HatchBack,380000
Hyundai Elite i20,2019.0,26416,2,PETROL,TS-07,Automatic,HatchBack,845000
Maruti Ciaz,2016.0,87544,2,PETROL,HR-26,Automatic,Sedan,741000
Hyundai GRAND I10 NIOS,2022.0,49399,1,CNG,PB-65,Manual,HatchBack,751000
Maruti Dzire,2020.0,58817,2,PETROL,TS-28,Manual,Sedan,714000
Maruti Swift,2018.0,45234,1,PETROL,BR-01,Manual,HatchBack,568000
Maruti Wagon R 1.0,2016.0,63881,1,PETROL,DL-5C,Manual,HatchBack,350000
Maruti Wagon R 1.0,2015.0,27588,1,PETROL,MP-19,Manual,HatchBack,372000
Hyundai Xcent,2014.0,52255,2,DIESEL,BR-01,Manual,Sedan,451000
Hyundai Elite i20,2017.0,29591,1,PETROL,KA-41,Manual,HatchBack,709000
Maruti Swift Dzire,2013.0,106814,1,DIESEL,KA-51,Automatic,Sedan,536000
Mahindra KUV 100 NXT,2018.0,9254,1,PETROL,MH-04,Manual,SUV,517000
Hyundai Verna,2016.0,46518,2,PETROL,PB-10,Automatic,Sedan,981000
Honda City,2010.0,87722,1,DIESEL,KA-05,Manual,Sedan,448000
Hyundai Verna,2019.0,31184,1,DIESEL,DL-3C,Manual,Sedan,879000
Maruti Baleno,2019.0,15480,1,PETROL,HR-26,Manual,HatchBack,624000
Hyundai GRAND I10 NIOS,2019.0,53084,1,DIESEL,WB-18,Manual,HatchBack,721000
Maruti Wagon R 1.0,2018.0,94153,1,CNG,GJ-01,Manual,HatchBack,424000
Mahindra XUV 3OO,2021.0,25852,1,PETROL,DL-3C,Automatic,SUV,945000
Maruti Celerio,2019.0,14191,1,PETROL,TN-06,Manual,HatchBack,483000
Hyundai Elite i20,2018.0,42849,1,PETROL,RJ-45,Manual,HatchBack,554000
Maruti Swift,2012.0,97763,2,PETROL,KA-01,Manual,HatchBack,425000
Hyundai Eon,2016.0,72027,1,PETROL,BR-02,Manual,HatchBack,271000
Hyundai Creta,2016.0,55425,1,PETROL,UP-14,Manual,SUV,727000
Hyundai Grand i10,2017.0,35775,1,PETROL,GJ-01,Manual,HatchBack,515000
Honda City,2015.0,94947,1,PETROL,KA-03,Automatic,Sedan,649000
Honda Amaze,2014.0,23808,1,PETROL,WB-02,Manual,Sedan,326000
Hyundai i10,2010.0,80897,1,PETROL,MP-09,Manual,HatchBack,252000
Hyundai i10,2011.0,72666,1,PETROL,MH-12,Manual,HatchBack,237000
Renault Kwid,2021.0,14862,1,PETROL,KA-20,Manual,HatchBack,519000
Datsun Redi Go,2018.0,48679,1,PETROL,GJ-05,Manual,HatchBack,275000
Mahindra XUV 3OO,2019.0,57202,1,PETROL,KA-05,Manual,SUV,974000
Maruti Ertiga,2014.0,18866,1,PETROL,DL-2C,Manual,SUV,647000
Maruti Alto K10,2011.0,23584,1,PETROL,DL-8C,Manual,HatchBack,188000
Hyundai Elite i20,2016.0,40841,1,PETROL,TS-10,Manual,HatchBack,699000
Hyundai Grand i10,2019.0,27227,2,PETROL,KA-04,Manual,HatchBack,587000
Tata ALTROZ,2021.0,9934,1,PETROL,MH-05,Manual,HatchBack,756000
Maruti New Wagon-R,2022.0,41972,1,CNG,HR-51,Manual,HatchBack,613000
Maruti Celerio,2019.0,71910,1,CNG,HR-13,Manual,HatchBack,465200
KIA SONET,2020.0,49053,1,PETROL,KA-19,Manual,SUV,1189000
Honda City,2019.0,17513,1,PETROL,TS-07,Manual,Sedan,974000
Honda City,2019.0,10242,1,PETROL,KA-42,Automatic,Sedan,1009000
Maruti Alto 800,2017.0,22490,1,PETROL,MH-12,Manual,HatchBack,341000
Hyundai Grand i10,2017.0,82848,1,CNG,DL-10,Manual,HatchBack,439000
Maruti Swift Dzire,2016.0,17821,1,PETROL,MH-04,Automatic,Sedan,781000
Toyota Etios Liva,2011.0,86323,1,PETROL,BR-01,Manual,HatchBack,217000
Hyundai Verna,2019.0,66427,1,PETROL,TS-07,Manual,Sedan,974000
Renault TRIBER,2021.0,12549,1,PETROL,CH-01,Manual,SUV,700000
Hyundai Elite i20,2018.0,86260,2,DIESEL,GJ-16,Manual,HatchBack,675000
Hyundai NEW I20 N LINE,2021.0,17079,1,PETROL,UP-21,Automatic,HatchBack,1119000
Honda City,2016.0,49432,1,PETROL,DL-3C,Automatic,Sedan,627000
Maruti Swift Dzire,2013.0,108714,3,PETROL,,Manual,Sedan,522000
Mahindra TUV 300 PLUS,2018.0,83004,1,DIESEL,DL-8C,Manual,SUV,771500
Hyundai Grand i10,2018.0,37365,1,PETROL,HR-26,Manual,HatchBack,516000
Maruti Wagon R 1.0,2017.0,21940,1,PETROL,MH-01,Automatic,HatchBack,467000
Toyota YARIS,2021.0,86630,2,PETROL,DL-9C,Manual,Sedan,431000
